match distances
92
54
98
69
57
38
41
117
89
62
64
92
96
113
134
52
77
84
117
73
73
87
107
93
66
63
97
79
85
53
59
82
72
98
93
71
91
59
55
54
41
55
77
41
34
72
53
94
80
53
81
37
87
67
101
48
77
33
106
94
49
56
76
83
64
61
125
84
78
88
84
47
75
54
73
88
109
62
67
110
58
49
95
79
89
82
47
81
50
99
52
26
82
34
96
88
69
74
96
85
62
95
88
122
59
40
124
51
85
